observation_id,specimen_id,document_type,quality_profile,field_name,pass_a_raw_match,pass_b_canonical_match,pass_a_cer,pass_b_cer,pass_a_wer,pass_b_wer,error_category
876,DOC-0055,certificate,mobile_camera,field_12,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
877,DOC-0055,certificate,mobile_camera,field_13,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
878,DOC-0055,certificate,mobile_camera,field_14,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
879,DOC-0055,certificate,mobile_camera,field_15,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
880,DOC-0055,certificate,mobile_camera,field_16,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
881,DOC-0056,marksheet,rotated_90,field_1,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
882,DOC-0056,marksheet,rotated_90,field_2,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
883,DOC-0056,marksheet,rotated_90,field_3,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
884,DOC-0056,marksheet,rotated_90,field_4,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
885,DOC-0056,marksheet,rotated_90,field_5,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
886,DOC-0056,marksheet,rotated_90,field_6,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
887,DOC-0056,marksheet,rotated_90,field_7,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
888,DOC-0056,marksheet,rotated_90,field_8,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
889,DOC-0056,marksheet,rotated_90,field_9,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
890,DOC-0056,marksheet,rotated_90,field_10,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
891,DOC-0056,marksheet,rotated_90,field_11,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
892,DOC-0056,marksheet,rotated_90,field_12,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
893,DOC-0056,marksheet,rotated_90,field_13,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
894,DOC-0056,marksheet,rotated_90,field_14,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
895,DOC-0056,marksheet,rotated_90,field_15,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
896,DOC-0056,marksheet,rotated_90,field_16,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
897,DOC-0057,student_id,clean,field_1,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
898,DOC-0057,student_id,clean,field_2,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
899,DOC-0057,student_id,clean,field_3,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
900,DOC-0057,student_id,clean,field_4,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
901,DOC-0057,student_id,clean,field_5,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
902,DOC-0057,student_id,clean,field_6,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
903,DOC-0057,student_id,clean,field_7,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
904,DOC-0057,student_id,clean,field_8,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
905,DOC-0057,student_id,clean,field_9,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
906,DOC-0057,student_id,clean,field_10,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
907,DOC-0057,student_id,clean,field_11,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
908,DOC-0057,student_id,clean,field_12,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
909,DOC-0057,student_id,clean,field_13,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
910,DOC-0057,student_id,clean,field_14,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
911,DOC-0057,student_id,clean,field_15,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
912,DOC-0057,student_id,clean,field_16,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
913,DOC-0058,certificate,scanner_copy,field_1,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
914,DOC-0058,certificate,scanner_copy,field_2,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
915,DOC-0058,certificate,scanner_copy,field_3,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
916,DOC-0058,certificate,scanner_copy,field_4,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
917,DOC-0058,certificate,scanner_copy,field_5,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
918,DOC-0058,certificate,scanner_copy,field_6,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
919,DOC-0058,certificate,scanner_copy,field_7,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
920,DOC-0058,certificate,scanner_copy,field_8,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
921,DOC-0058,certificate,scanner_copy,field_9,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
922,DOC-0058,certificate,scanner_copy,field_10,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
923,DOC-0058,certificate,scanner_copy,field_11,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
924,DOC-0058,certificate,scanner_copy,field_12,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
925,DOC-0058,certificate,scanner_copy,field_13,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
926,DOC-0058,certificate,scanner_copy,field_14,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
927,DOC-0058,certificate,scanner_copy,field_15,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
928,DOC-0058,certificate,scanner_copy,field_16,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
929,DOC-0059,marksheet,mobile_camera,field_1,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
930,DOC-0059,marksheet,mobile_camera,field_2,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
931,DOC-0059,marksheet,mobile_camera,field_3,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
932,DOC-0059,marksheet,mobile_camera,field_4,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
933,DOC-0059,marksheet,mobile_camera,field_5,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
934,DOC-0059,marksheet,mobile_camera,field_6,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
935,DOC-0059,marksheet,mobile_camera,field_7,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
936,DOC-0059,marksheet,mobile_camera,field_8,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
937,DOC-0059,marksheet,mobile_camera,field_9,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
938,DOC-0059,marksheet,mobile_camera,field_10,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
939,DOC-0059,marksheet,mobile_camera,field_11,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
940,DOC-0059,marksheet,mobile_camera,field_12,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
941,DOC-0059,marksheet,mobile_camera,field_13,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
942,DOC-0059,marksheet,mobile_camera,field_14,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
943,DOC-0059,marksheet,mobile_camera,field_15,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
944,DOC-0059,marksheet,mobile_camera,field_16,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
945,DOC-0060,student_id,rotated_90,field_1,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
946,DOC-0060,student_id,rotated_90,field_2,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
947,DOC-0060,student_id,rotated_90,field_3,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
948,DOC-0060,student_id,rotated_90,field_4,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
949,DOC-0060,student_id,rotated_90,field_5,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
950,DOC-0060,student_id,rotated_90,field_6,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
951,DOC-0060,student_id,rotated_90,field_7,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
952,DOC-0060,student_id,rotated_90,field_8,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
953,DOC-0060,student_id,rotated_90,field_9,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
954,DOC-0060,student_id,rotated_90,field_10,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
955,DOC-0060,student_id,rotated_90,field_11,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
956,DOC-0060,student_id,rotated_90,field_12,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
957,DOC-0060,student_id,rotated_90,field_13,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
958,DOC-0060,student_id,rotated_90,field_14,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
959,DOC-0060,student_id,rotated_90,field_15,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
960,DOC-0060,student_id,rotated_90,field_16,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
961,DOC-0061,certificate,clean,field_1,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
962,DOC-0061,certificate,clean,field_2,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
963,DOC-0061,certificate,clean,field_3,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
964,DOC-0061,certificate,clean,field_4,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
965,DOC-0061,certificate,clean,field_5,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
966,DOC-0061,certificate,clean,field_6,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
967,DOC-0061,certificate,clean,field_7,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
968,DOC-0061,certificate,clean,field_8,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
969,DOC-0061,certificate,clean,field_9,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
970,DOC-0061,certificate,clean,field_10,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
971,DOC-0061,certificate,clean,field_11,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
972,DOC-0061,certificate,clean,field_12,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
973,DOC-0061,certificate,clean,field_13,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
974,DOC-0061,certificate,clean,field_14,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
975,DOC-0061,certificate,clean,field_15,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
976,DOC-0061,certificate,clean,field_16,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
977,DOC-0062,marksheet,scanner_copy,field_1,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
978,DOC-0062,marksheet,scanner_copy,field_2,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
979,DOC-0062,marksheet,scanner_copy,field_3,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
980,DOC-0062,marksheet,scanner_copy,field_4,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
981,DOC-0062,marksheet,scanner_copy,field_5,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
982,DOC-0062,marksheet,scanner_copy,field_6,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
983,DOC-0062,marksheet,scanner_copy,field_7,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
984,DOC-0062,marksheet,scanner_copy,field_8,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
985,DOC-0062,marksheet,scanner_copy,field_9,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
986,DOC-0062,marksheet,scanner_copy,field_10,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
987,DOC-0062,marksheet,scanner_copy,field_11,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
988,DOC-0062,marksheet,scanner_copy,field_12,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
989,DOC-0062,marksheet,scanner_copy,field_13,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
990,DOC-0062,marksheet,scanner_copy,field_14,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
991,DOC-0062,marksheet,scanner_copy,field_15,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
992,DOC-0062,marksheet,scanner_copy,field_16,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
993,DOC-0063,student_id,mobile_camera,field_1,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
994,DOC-0063,student_id,mobile_camera,field_2,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
995,DOC-0063,student_id,mobile_camera,field_3,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
996,DOC-0063,student_id,mobile_camera,field_4,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
997,DOC-0063,student_id,mobile_camera,field_5,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
998,DOC-0063,student_id,mobile_camera,field_6,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
999,DOC-0063,student_id,mobile_camera,field_7,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
1000,DOC-0063,student_id,mobile_camera,field_8,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
1001,DOC-0063,student_id,mobile_camera,field_9,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
1002,DOC-0063,student_id,mobile_camera,field_10,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
1003,DOC-0063,student_id,mobile_camera,field_11,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
1004,DOC-0063,student_id,mobile_camera,field_12,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
1005,DOC-0063,student_id,mobile_camera,field_13,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
1006,DOC-0063,student_id,mobile_camera,field_14,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
1007,DOC-0063,student_id,mobile_camera,field_15,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
1008,DOC-0063,student_id,mobile_camera,field_16,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
1009,DOC-0064,certificate,rotated_90,field_1,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
1010,DOC-0064,certificate,rotated_90,field_2,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
1011,DOC-0064,certificate,rotated_90,field_3,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
1012,DOC-0064,certificate,rotated_90,field_4,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
1013,DOC-0064,certificate,rotated_90,field_5,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
1014,DOC-0064,certificate,rotated_90,field_6,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
1015,DOC-0064,certificate,rotated_90,field_7,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
1016,DOC-0064,certificate,rotated_90,field_8,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
1017,DOC-0064,certificate,rotated_90,field_9,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
1018,DOC-0064,certificate,rotated_90,field_10,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
1019,DOC-0064,certificate,rotated_90,field_11,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
1020,DOC-0064,certificate,rotated_90,field_12,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
1021,DOC-0064,certificate,rotated_90,field_13,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
1022,DOC-0064,certificate,rotated_90,field_14,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
1023,DOC-0064,certificate,rotated_90,field_15,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
1024,DOC-0064,certificate,rotated_90,field_16,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
1025,DOC-0065,marksheet,clean,field_1,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
1026,DOC-0065,marksheet,clean,field_2,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
1027,DOC-0065,marksheet,clean,field_3,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
1028,DOC-0065,marksheet,clean,field_4,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
1029,DOC-0065,marksheet,clean,field_5,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
1030,DOC-0065,marksheet,clean,field_6,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
1031,DOC-0065,marksheet,clean,field_7,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
1032,DOC-0065,marksheet,clean,field_8,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
1033,DOC-0065,marksheet,clean,field_9,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
1034,DOC-0065,marksheet,clean,field_10,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
1035,DOC-0065,marksheet,clean,field_11,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
1036,DOC-0065,marksheet,clean,field_12,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
1037,DOC-0065,marksheet,clean,field_13,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
1038,DOC-0065,marksheet,clean,field_14,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
1039,DOC-0065,marksheet,clean,field_15,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
1040,DOC-0065,marksheet,clean,field_16,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
1041,DOC-0066,student_id,scanner_copy,field_1,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
1042,DOC-0066,student_id,scanner_copy,field_2,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
1043,DOC-0066,student_id,scanner_copy,field_3,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
1044,DOC-0066,student_id,scanner_copy,field_4,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
1045,DOC-0066,student_id,scanner_copy,field_5,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
1046,DOC-0066,student_id,scanner_copy,field_6,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
1047,DOC-0066,student_id,scanner_copy,field_7,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
1048,DOC-0066,student_id,scanner_copy,field_8,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
1049,DOC-0066,student_id,scanner_copy,field_9,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
1050,DOC-0066,student_id,scanner_copy,field_10,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
1051,DOC-0066,student_id,scanner_copy,field_11,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
1052,DOC-0066,student_id,scanner_copy,field_12,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
1053,DOC-0066,student_id,scanner_copy,field_13,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
1054,DOC-0066,student_id,scanner_copy,field_14,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
1055,DOC-0066,student_id,scanner_copy,field_15,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
1056,DOC-0066,student_id,scanner_copy,field_16,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
1057,DOC-0067,certificate,mobile_camera,field_1,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
1058,DOC-0067,certificate,mobile_camera,field_2,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
1059,DOC-0067,certificate,mobile_camera,field_3,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
1060,DOC-0067,certificate,mobile_camera,field_4,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
1061,DOC-0067,certificate,mobile_camera,field_5,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
1062,DOC-0067,certificate,mobile_camera,field_6,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
1063,DOC-0067,certificate,mobile_camera,field_7,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
1064,DOC-0067,certificate,mobile_camera,field_8,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
1065,DOC-0067,certificate,mobile_camera,field_9,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
1066,DOC-0067,certificate,mobile_camera,field_10,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
1067,DOC-0067,certificate,mobile_camera,field_11,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
1068,DOC-0067,certificate,mobile_camera,field_12,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
1069,DOC-0067,certificate,mobile_camera,field_13,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
1070,DOC-0067,certificate,mobile_camera,field_14,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
1071,DOC-0067,certificate,mobile_camera,field_15,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
1072,DOC-0067,certificate,mobile_camera,field_16,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
1073,DOC-0068,marksheet,rotated_90,field_1,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
1074,DOC-0068,marksheet,rotated_90,field_2,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
1075,DOC-0068,marksheet,rotated_90,field_3,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
1076,DOC-0068,marksheet,rotated_90,field_4,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
1077,DOC-0068,marksheet,rotated_90,field_5,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
1078,DOC-0068,marksheet,rotated_90,field_6,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
1079,DOC-0068,marksheet,rotated_90,field_7,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
1080,DOC-0068,marksheet,rotated_90,field_8,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
1081,DOC-0068,marksheet,rotated_90,field_9,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
1082,DOC-0068,marksheet,rotated_90,field_10,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
1083,DOC-0068,marksheet,rotated_90,field_11,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
1084,DOC-0068,marksheet,rotated_90,field_12,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
1085,DOC-0068,marksheet,rotated_90,field_13,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
1086,DOC-0068,marksheet,rotated_90,field_14,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
1087,DOC-0068,marksheet,rotated_90,field_15,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
1088,DOC-0068,marksheet,rotated_90,field_16,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
1089,DOC-0069,student_id,clean,field_1,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
1090,DOC-0069,student_id,clean,field_2,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
1091,DOC-0069,student_id,clean,field_3,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
1092,DOC-0069,student_id,clean,field_4,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
1093,DOC-0069,student_id,clean,field_5,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
1094,DOC-0069,student_id,clean,field_6,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
1095,DOC-0069,student_id,clean,field_7,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
1096,DOC-0069,student_id,clean,field_8,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
1097,DOC-0069,student_id,clean,field_9,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
1098,DOC-0069,student_id,clean,field_10,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
1099,DOC-0069,student_id,clean,field_11,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
1100,DOC-0069,student_id,clean,field_12,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
1101,DOC-0069,student_id,clean,field_13,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
1102,DOC-0069,student_id,clean,field_14,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
1103,DOC-0069,student_id,clean,field_15,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
1104,DOC-0069,student_id,clean,field_16,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
1105,DOC-0070,certificate,scanner_copy,field_1,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
1106,DOC-0070,certificate,scanner_copy,field_2,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
1107,DOC-0070,certificate,scanner_copy,field_3,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
1108,DOC-0070,certificate,scanner_copy,field_4,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
1109,DOC-0070,certificate,scanner_copy,field_5,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
1110,DOC-0070,certificate,scanner_copy,field_6,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
1111,DOC-0070,certificate,scanner_copy,field_7,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
1112,DOC-0070,certificate,scanner_copy,field_8,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
1113,DOC-0070,certificate,scanner_copy,field_9,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
1114,DOC-0070,certificate,scanner_copy,field_10,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
1115,DOC-0070,certificate,scanner_copy,field_11,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
1116,DOC-0070,certificate,scanner_copy,field_12,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
1117,DOC-0070,certificate,scanner_copy,field_13,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
1118,DOC-0070,certificate,scanner_copy,field_14,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
1119,DOC-0070,certificate,scanner_copy,field_15,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
1120,DOC-0070,certificate,scanner_copy,field_16,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
1121,DOC-0071,marksheet,mobile_camera,field_1,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
1122,DOC-0071,marksheet,mobile_camera,field_2,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
1123,DOC-0071,marksheet,mobile_camera,field_3,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
1124,DOC-0071,marksheet,mobile_camera,field_4,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
1125,DOC-0071,marksheet,mobile_camera,field_5,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
1126,DOC-0071,marksheet,mobile_camera,field_6,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
1127,DOC-0071,marksheet,mobile_camera,field_7,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
1128,DOC-0071,marksheet,mobile_camera,field_8,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
1129,DOC-0071,marksheet,mobile_camera,field_9,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
1130,DOC-0071,marksheet,mobile_camera,field_10,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
1131,DOC-0071,marksheet,mobile_camera,field_11,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
1132,DOC-0071,marksheet,mobile_camera,field_12,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
1133,DOC-0071,marksheet,mobile_camera,field_13,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
1134,DOC-0071,marksheet,mobile_camera,field_14,1,1,0.0,0.0,0.0,0.0,EXACT_MATCH
